client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default_next_month
UCI_028337,80000.0,43,2,2,0,0,0,0,0,0,77479.0,3631.0,77057.0,3177.0,78102.0,2600.0,58501.0,3000.0,51042.0,1691.0,19036.0,695.0,0
UCI_009454,80000.0,45,2,1,0,0,0,0,-2,-2,4089.0,1042.0,5015.0,1000.0,2521.0,531.0,531.0,9354.0,9766.0,438.0,10042.0,200.0,0
UCI_001761,290000.0,33,1,1,1,2,-1,-1,-1,-1,7064.0,0.0,1875.0,1814.0,1814.0,8537.0,8537.0,25576.0,25576.0,13475.0,13475.0,6000.0,0
UCI_010780,130000.0,48,3,1,0,-1,-1,-1,-1,-1,13570.0,785.0,785.0,1534.0,1534.0,397.0,397.0,22262.0,22262.0,251.0,251.0,1380.0,0
UCI_008418,230000.0,39,2,2,0,0,0,0,0,0,35289.0,1646.0,27678.0,1017.0,13800.0,214.0,10238.0,406.0,6968.0,412.0,4704.0,1420.0,0
UCI_013612,140000.0,32,1,2,0,0,0,0,0,0,83768.0,5000.0,79736.0,6029.0,76167.0,8000.0,66410.0,6000.0,71150.0,6000.0,75781.0,3000.0,0
UCI_017395,200000.0,37,1,1,-2,-2,-2,-2,-2,-2,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_027539,240000.0,57,3,1,0,0,0,0,0,0,224736.0,9573.0,230814.0,7893.0,234047.0,6151.0,164960.0,5527.0,167934.0,5708.0,171113.0,5738.0,0
UCI_003172,90000.0,35,2,1,0,0,0,0,0,0,90467.0,4000.0,88834.0,5000.0,89791.0,3100.0,53096.0,1700.0,52340.0,1421.0,27660.0,319.0,1
UCI_002369,460000.0,33,2,1,0,0,0,0,0,0,128302.0,2371.0,59254.0,2008.0,52099.0,1560.0,45512.0,1457.0,39041.0,1299.0,33571.0,769.0,0
UCI_023560,210000.0,34,2,2,0,0,0,0,0,0,73415.0,4002.0,76188.0,4000.0,78276.0,4323.0,81246.0,3501.0,78971.0,3000.0,80359.0,2700.0,0
UCI_029255,50000.0,25,2,1,0,0,0,0,0,0,49007.0,1922.0,48847.0,2200.0,47241.0,2000.0,47683.0,1400.0,46844.0,2000.0,47537.0,2270.0,1
UCI_002830,300000.0,32,1,1,1,-1,-1,-1,-1,-1,-227.0,45018.0,44791.0,0.0,-649.0,130447.0,129798.0,560.0,558.0,524.0,522.0,6776.0,0
UCI_030000,50000.0,46,2,1,0,0,0,0,0,0,47929.0,2078.0,48905.0,1800.0,49764.0,1430.0,36535.0,1000.0,32428.0,1000.0,15313.0,1000.0,1
UCI_001332,50000.0,28,2,2,0,0,0,0,0,0,48072.0,2518.0,49518.0,1500.0,49500.0,500.0,19600.0,400.0,20000.0,0.0,0.0,0.0,0
UCI_003633,50000.0,64,2,1,0,0,0,0,0,-1,48369.0,2384.0,44762.0,5461.0,17403.0,2872.0,17907.0,1093.0,19000.0,19055.0,18055.0,2239.0,0
UCI_014555,170000.0,36,2,1,0,0,0,0,0,0,87076.0,3781.0,77902.0,2104.0,54592.0,3208.0,56128.0,2998.0,57469.0,3000.0,59669.0,2208.0,0
UCI_006233,60000.0,29,2,2,2,2,2,0,0,0,41387.0,1685.0,42117.0,0.0,41140.0,1655.0,42110.0,1707.0,42988.0,1718.0,43841.0,1775.0,0
UCI_014648,80000.0,29,1,2,0,0,0,0,0,0,31637.0,1734.0,27137.0,2000.0,25986.0,2000.0,23496.0,2000.0,23601.0,2000.0,24650.0,2000.0,0
UCI_005645,500000.0,42,1,1,1,1,0,0,0,0,9615.0,1054.0,9996.0,177080.0,177741.0,4425.0,163299.0,5666.0,159110.0,4825.0,135658.0,100225.0,0
UCI_019697,470000.0,37,1,1,0,0,0,0,0,0,163000.0,10047.0,160298.0,5001.0,135683.0,6010.0,128719.0,4512.0,116173.0,4012.0,104283.0,3522.0,0
UCI_000360,260000.0,34,1,1,-1,-1,-1,-1,-1,-1,49657.0,291.0,291.0,51058.0,51058.0,35696.0,2351.0,34039.0,34039.0,291.0,291.0,291.0,0
UCI_023814,70000.0,55,2,2,0,0,0,0,0,0,57867.0,1920.0,53214.0,2230.0,54571.0,2004.0,42413.0,1537.0,42946.0,1589.0,43843.0,1598.0,0
UCI_018516,20000.0,24,2,2,2,0,0,0,0,3,2968.0,1223.0,3980.0,1318.0,5075.0,1183.0,5979.0,1000.0,6796.0,0.0,6463.0,0.0,1
UCI_020648,200000.0,37,3,2,0,0,0,0,0,0,103715.0,3942.0,104025.0,4949.0,97749.0,4800.0,99168.0,2256.0,58256.0,2313.0,59313.0,2194.0,0
UCI_015009,30000.0,43,3,1,1,3,2,2,2,2,22494.0,0.0,21845.0,0.0,21207.0,2645.0,23491.0,0.0,22818.0,2029.0,24321.0,1027.0,1
UCI_026187,310000.0,33,2,1,0,0,0,0,0,0,73095.0,2573.0,72437.0,2594.0,71851.0,2483.0,71120.0,2458.0,70463.0,2516.0,69876.0,2461.0,0
UCI_020571,100000.0,26,1,2,0,0,0,-1,0,0,1847.0,2000.0,3614.0,2000.0,3252.0,42058.0,42058.0,500.0,33171.0,2000.0,18379.0,2000.0,0
UCI_009269,50000.0,22,2,2,0,-1,-1,0,0,0,1470.0,627.0,627.0,14596.0,14596.0,5000.0,19323.0,716.0,19728.0,742.0,20142.0,404.0,0
UCI_012460,290000.0,43,2,2,0,0,0,0,-1,-1,124362.0,5100.0,111594.0,2507.0,58039.0,1500.0,3818.0,2000.0,1318.0,0.0,0.0,1333.0,0
UCI_007651,200000.0,36,3,2,-2,-2,-2,-2,-2,-2,45810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40714.0,1
UCI_012493,20000.0,33,3,1,0,0,0,0,0,0,2909.0,1224.0,3537.0,1197.0,4120.0,269.0,3802.0,269.0,3484.0,261.0,3152.0,227.0,0
UCI_014776,60000.0,35,2,2,1,2,0,-1,-1,0,62522.0,0.0,60932.0,1680.0,113580.0,2752.0,673.0,59358.0,28976.0,1231.0,29719.0,1200.0,0
UCI_016404,20000.0,44,2,1,0,0,0,0,2,0,12346.0,1500.0,13615.0,2000.0,13674.0,2500.0,27524.0,500.0,13490.0,2000.0,15261.0,5000.0,0
UCI_007715,130000.0,30,2,2,0,0,0,0,2,2,95799.0,4500.0,97858.0,5200.0,100534.0,8000.0,105347.0,0.0,103550.0,8100.0,109733.0,0.0,0
UCI_017959,130000.0,32,2,2,0,0,0,0,0,0,21395.0,10000.0,31030.0,10000.0,40523.0,15000.0,54838.0,25000.0,78769.0,5000.0,82478.0,5000.0,0
UCI_005773,20000.0,22,1,2,-2,-2,-2,-2,-2,-1,-9.0,0.0,-9.0,913.0,904.0,304.0,304.0,0.0,0.0,302.0,302.0,7676.0,0
UCI_028796,80000.0,48,2,1,0,0,0,0,0,0,77627.0,5000.0,80712.0,5000.0,48428.0,5000.0,52391.0,3000.0,23359.0,2000.0,24597.0,3000.0,0
UCI_019636,310000.0,42,2,1,0,-1,-1,2,-1,-1,21692.0,19697.0,19697.0,2270.0,17257.0,4.0,7900.0,17161.0,17161.0,7030.0,14585.0,0.0,0
UCI_022147,360000.0,29,2,2,-2,-2,-2,-2,-1,-1,0.0,1307.0,1307.0,747.0,747.0,1707.0,1707.0,850.0,792.0,1346.0,1346.0,0.0,0
UCI_006138,20000.0,22,2,2,-1,-1,2,0,0,-1,631.0,1800.0,1170.0,0.0,780.0,0.0,390.0,0.0,0.0,2000.0,780.0,0.0,1
UCI_019876,100000.0,39,3,1,1,-1,-1,-1,-1,-1,-5.0,585.0,580.0,2207.0,2207.0,630.0,630.0,540.0,540.0,0.0,0.0,0.0,0
UCI_018405,360000.0,23,2,2,0,0,-2,-2,-2,-2,37927.0,2057.0,2047.0,4294.0,3794.0,8535.0,8521.0,1535.0,7119.0,5753.0,5725.0,7792.0,0
UCI_023075,210000.0,31,1,2,0,0,0,0,0,0,202064.0,6000.0,206107.0,6000.0,174581.0,4000.0,176527.0,5000.0,181127.0,4000.0,172851.0,0.0,0
UCI_015224,460000.0,35,2,2,0,0,0,0,0,0,442291.0,16000.0,449790.0,17610.0,450047.0,17500.0,453770.0,13810.0,396600.0,14100.0,392879.0,14520.0,1
UCI_011853,200000.0,38,1,1,1,-2,-1,0,0,0,-57.0,0.0,-382.0,2000.0,1293.0,0.0,968.0,0.0,643.0,0.0,318.0,1370.0,0
UCI_008304,70000.0,23,2,1,0,0,0,0,0,0,43397.0,2500.0,44336.0,21000.0,35757.0,2000.0,27906.0,687.0,25731.0,1500.0,21430.0,2000.0,0
UCI_008064,360000.0,41,3,2,2,-1,0,0,0,0,218.0,7022.0,7022.0,3001.0,9744.0,80000.0,89215.0,10500.0,98256.0,5000.0,99145.0,10000.0,0
UCI_013764,280000.0,27,1,2,0,0,0,0,0,0,56144.0,5000.0,58180.0,5000.0,34855.0,2000.0,36000.0,2000.0,37684.0,2000.0,22478.0,2000.0,0
UCI_029773,250000.0,39,3,1,0,0,0,0,0,0,209263.0,7127.0,199834.0,7335.0,200957.0,8871.0,205454.0,8055.0,205710.0,8426.0,210115.0,5208.0,0
UCI_020732,50000.0,45,3,1,0,0,0,0,0,0,29287.0,1600.0,29875.0,1700.0,15028.0,1250.0,5639.0,1000.0,6389.0,1000.0,7130.0,1000.0,0
UCI_021632,400000.0,26,1,2,-1,0,0,0,0,0,2871.0,4016.0,6260.0,4020.0,6651.0,4066.0,6542.0,4009.0,7093.0,4021.0,9134.0,3507.0,0
UCI_004285,80000.0,44,3,1,0,0,0,0,0,0,40821.0,2281.0,42443.0,1411.0,42573.0,1224.0,43386.0,491.0,13513.0,493.0,13781.0,662.0,1
UCI_020379,20000.0,23,1,2,0,0,3,2,0,0,3286.0,3300.0,6341.0,0.0,6097.0,511.0,6339.0,300.0,5143.0,300.0,5126.0,1500.0,0
UCI_003844,50000.0,33,2,2,0,0,0,0,0,0,12498.0,4000.0,16264.0,2000.0,17918.0,1000.0,16072.0,2000.0,17041.0,2396.0,19028.0,1000.0,0
UCI_000809,190000.0,26,1,2,0,0,0,0,0,2,31061.0,1750.0,32129.0,1720.0,33142.0,1300.0,33726.0,2600.0,35758.0,0.0,35171.0,1400.0,0
UCI_007161,60000.0,24,1,2,0,0,0,0,0,0,20873.0,2000.0,22228.0,1246.0,22691.0,720.0,22816.0,4780.0,26587.0,1700.0,22917.0,4000.0,0
UCI_007468,460000.0,40,1,1,0,0,0,0,0,0,100026.0,5095.0,89681.0,5011.0,81812.0,5047.0,82326.0,4021.0,76055.0,4071.0,74979.0,3000.0,0
UCI_029173,260000.0,54,3,1,-1,-1,-2,-2,-2,-2,9760.0,5484.0,5465.0,2504.0,2504.0,16593.0,15809.0,3764.0,3756.0,11092.0,9560.0,963.0,0
UCI_029399,70000.0,29,2,1,0,0,0,0,2,2,57779.0,2200.0,59016.0,2200.0,60263.0,6100.0,65348.0,0.0,63699.0,5000.0,67667.0,2790.0,0
UCI_025621,70000.0,29,1,2,0,0,0,0,0,0,66330.0,3049.0,68278.0,2621.0,69181.0,3032.0,69494.0,2074.0,63275.0,2000.0,57430.0,1800.0,0
UCI_011608,240000.0,46,2,2,-2,-2,-2,-2,-2,-2,2995.0,4028.0,3808.0,7266.0,5736.0,3422.0,3328.0,5020.0,3901.0,3517.0,3413.0,57.0,0
UCI_002298,500000.0,37,1,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UCI_009757,60000.0,49,2,2,0,0,0,0,0,0,81411.0,38709.0,52017.0,1609.0,35423.0,661.0,24023.0,656.0,20175.0,1000.0,16137.0,5000.0,0
UCI_020668,180000.0,28,1,2,0,0,0,0,0,0,26730.0,1800.0,27757.0,1500.0,28178.0,2000.0,29055.0,1400.0,59849.0,1100.0,29840.0,1400.0,0
UCI_020996,50000.0,49,2,1,1,2,2,0,0,0,50435.0,2400.0,50936.0,0.0,49463.0,2300.0,50046.0,1000.0,19858.0,1000.0,19278.0,1000.0,1
UCI_020020,280000.0,30,1,2,0,0,0,0,0,0,192045.0,9300.0,195162.0,9500.0,198105.0,9509.0,202919.0,7100.0,197380.0,7800.0,201927.0,8200.0,0
UCI_005825,50000.0,70,3,1,2,2,0,0,0,0,54084.0,0.0,51564.0,2504.0,50733.0,1200.0,30363.0,1500.0,30444.0,1100.0,30482.0,1301.0,0
UCI_016000,90000.0,47,2,2,0,0,0,0,0,0,81902.0,3274.0,71768.0,2271.0,72163.0,1400.0,27124.0,1000.0,27724.0,1000.0,28724.0,1000.0,0
UCI_001910,80000.0,29,1,2,0,0,0,0,0,0,26524.0,1500.0,23224.0,1700.0,23141.0,1000.0,22160.0,1000.0,21478.0,1000.0,20441.0,1500.0,0
UCI_025305,100000.0,25,1,2,0,0,0,0,0,0,90976.0,4000.0,93443.0,3503.0,94192.0,4000.0,95535.0,4003.0,97945.0,3500.0,93412.0,3400.0,0
UCI_017081,240000.0,25,2,2,0,0,0,0,0,0,9030.0,1144.0,9685.0,3000.0,10996.0,3000.0,13149.0,2000.0,14655.0,3000.0,17133.0,2000.0,0
UCI_027024,10000.0,41,3,2,0,0,0,0,0,0,4520.0,2000.0,3483.0,4946.0,6862.0,2000.0,8727.0,1000.0,8148.0,1000.0,8640.0,1000.0,0
UCI_016975,60000.0,29,2,2,2,2,2,2,0,0,40351.0,2000.0,41387.0,1685.0,42117.0,0.0,41140.0,1655.0,42110.0,1707.0,42988.0,1718.0,1
UCI_023905,20000.0,22,2,2,1,2,2,2,0,0,14542.0,0.0,14011.0,3132.0,16899.0,0.0,16335.0,742.0,16509.0,1501.0,17590.0,0.0,1
UCI_002066,80000.0,23,4,2,1,-1,-1,-1,0,0,-24.0,3056.0,3032.0,3324.0,3318.0,1278.0,1278.0,2003.0,2541.0,15000.0,15452.0,13004.0,0
UCI_012975,150000.0,55,1,3,-1,-1,-1,-1,-1,2,280.0,280.0,280.0,759.0,759.0,754.0,754.0,480.0,480.0,0.0,165.0,1235.0,0
UCI_011193,280000.0,45,2,2,0,0,-1,0,0,0,170678.0,7000.0,26031.0,208141.0,191493.0,5003.0,136249.0,5002.0,111454.0,5000.0,96425.0,3000.0,0
UCI_004705,30000.0,46,2,2,0,0,0,0,0,2,12485.0,1221.0,13119.0,1208.0,13716.0,480.0,13598.0,3650.0,16256.0,600.0,16442.0,0.0,1
UCI_003882,300000.0,32,4,2,0,0,0,0,0,-1,54053.0,15235.0,65235.0,1491.0,64747.0,1303.0,65150.0,0.0,-450.0,2000.0,700.0,1400.0,0
UCI_005587,150000.0,28,2,2,0,0,0,0,0,0,103227.0,3900.0,105462.0,5450.0,109160.0,4000.0,109859.0,4227.0,112314.0,4321.0,114614.0,5000.0,0
UCI_014936,160000.0,41,1,1,0,0,0,0,-2,-2,97266.0,3769.0,99466.0,5000.0,102650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_000263,160000.0,38,1,1,-1,-1,-1,-1,2,-1,4473.0,4664.0,4664.0,5969.0,5969.0,18941.0,18941.0,0.0,16578.0,12652.0,12652.0,1916.0,0
UCI_021133,500000.0,35,1,2,-2,-2,-2,-2,-2,-2,5925.0,11194.0,11175.0,21193.0,21176.0,5094.0,5086.0,9563.0,9552.0,14403.0,14389.0,5233.0,0
UCI_026408,480000.0,46,2,1,-1,-1,-1,-2,-1,0,993.0,1317.0,1317.0,0.0,0.0,0.0,0.0,4415.0,4415.0,0.0,1978.0,0.0,0
UCI_000329,340000.0,55,2,1,-2,-1,-1,-2,-2,-2,50396.0,44665.0,44665.0,8321.0,8300.0,2190.0,2190.0,24599.0,24599.0,7416.0,7416.0,77195.0,0
UCI_014245,10000.0,50,2,1,2,2,7,7,7,7,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,2400.0,0.0,1
UCI_023837,250000.0,54,1,1,-1,-1,-1,-1,0,-1,390.0,1090.0,1090.0,390.0,390.0,2855.0,2855.0,0.0,390.0,2950.0,2950.0,0.0,0
UCI_016521,20000.0,26,2,2,2,3,2,0,0,2,14962.0,0.0,14438.0,0.0,13921.0,1900.0,15276.0,3000.0,17019.0,1500.0,18099.0,0.0,0
UCI_018489,150000.0,24,2,2,0,0,0,0,0,0,143212.0,5500.0,137963.0,5500.0,139520.0,4500.0,99814.0,3500.0,100810.0,4000.0,103233.0,4000.0,0
UCI_001423,130000.0,24,2,2,0,0,0,0,0,0,122750.0,4966.0,118319.0,2034.0,61466.0,1710.0,48288.0,1765.0,48898.0,2000.0,49699.0,2672.0,0
UCI_025210,20000.0,23,1,2,0,0,0,0,0,0,17849.0,2000.0,15356.0,2080.0,17146.0,2000.0,16319.0,600.0,15687.0,1500.0,16948.0,1000.0,0
UCI_006289,400000.0,44,1,1,-1,-1,-1,-1,-1,-1,4482.0,0.0,-10.0,1913.0,1903.0,850.0,850.0,808.0,808.0,775.0,775.0,380.0,0
UCI_003906,450000.0,46,2,1,-1,-1,-1,-1,-1,-1,130.0,1926.0,1926.0,15671.0,15671.0,18574.0,18552.0,24231.0,24222.0,32885.0,32867.0,9343.0,0
UCI_012438,20000.0,23,1,2,0,0,0,0,0,0,18311.0,2000.0,19598.0,1307.0,20154.0,701.0,20132.0,717.0,20129.0,834.0,20226.0,674.0,0
UCI_012573,50000.0,26,1,2,0,0,-1,-1,-1,-1,11550.0,1000.0,11368.0,200.0,138.0,1200.0,1022.0,600.0,316.0,600.0,450.0,600.0,0
UCI_005891,510000.0,36,1,2,0,0,0,0,0,0,234900.0,9975.0,214522.0,8200.0,217620.0,7268.0,218692.0,7000.0,191069.0,7177.0,195124.0,7200.0,0
UCI_024139,260000.0,28,1,2,-2,-2,-2,-2,-2,-2,825.0,650.0,650.0,1000.0,825.0,644.0,644.0,1000.0,819.0,1300.0,1294.0,825.0,0
UCI_011150,70000.0,62,2,2,1,2,0,0,0,2,24635.0,1100.0,23020.0,1703.0,22496.0,1000.0,22070.0,1800.0,22101.0,0.0,20724.0,900.0,0
UCI_013911,90000.0,33,3,1,0,0,0,0,0,0,86960.0,3200.0,85585.0,3114.0,87235.0,3000.0,84511.0,3100.0,84488.0,3100.0,86184.0,3500.0,1
UCI_028415,130000.0,29,3,2,0,0,-1,-1,-1,-1,12939.0,1000.0,10000.0,2277.0,2277.0,1132.0,1132.0,1289.0,1289.0,0.0,0.0,2080.0,0
UCI_002432,130000.0,27,1,2,1,2,2,2,-2,-1,60024.0,4000.0,58104.0,0.0,54976.0,1580.0,-3518.0,1580.0,-1285.0,3202.0,1601.0,0.0,0
UCI_011405,40000.0,24,1,2,0,0,0,2,0,0,36904.0,1600.0,34372.0,6700.0,38496.0,0.0,37580.0,2000.0,38820.0,1700.0,39693.0,1400.0,0
UCI_022408,360000.0,30,2,1,0,0,0,0,0,0,20992.0,20000.0,40125.0,5000.0,44454.0,5000.0,48382.0,5000.0,51951.0,5000.0,55957.0,3000.0,0
UCI_005888,230000.0,43,1,2,0,0,0,0,0,0,39677.0,5000.0,39261.0,5000.0,38228.0,3000.0,36542.0,3459.0,35989.0,4000.0,34347.0,5000.0,0
UCI_008761,50000.0,37,2,1,0,0,0,0,-1,0,23325.0,1400.0,21940.0,1200.0,20718.0,5000.0,24048.0,5017.0,5017.0,71.0,3570.0,2710.0,0
UCI_013891,280000.0,30,2,2,-1,-1,-1,0,0,-1,1478.0,0.0,-3.0,12356.0,12353.0,11079.0,22633.0,1447.0,7666.0,10310.0,10260.0,290.0,0
UCI_011763,500000.0,28,2,2,0,0,0,0,0,0,47399.0,2361.0,48711.0,1500.0,48642.0,1128.0,49062.0,100330.0,149034.0,100486.0,181876.0,2114.0,0
UCI_008388,30000.0,28,2,2,0,0,0,0,0,-2,26054.0,2000.0,25144.0,2000.0,25775.0,2000.0,18585.0,0.0,0.0,0.0,0.0,0.0,0
UCI_025024,60000.0,50,3,1,-2,-2,-2,-1,-1,-2,1400.0,373.0,373.0,1299.0,1299.0,1172.0,1170.0,600.0,600.0,510.0,510.0,600.0,0
UCI_028160,350000.0,45,5,1,0,0,0,0,0,0,355310.0,13671.0,337523.0,12678.0,342288.0,13601.0,336750.0,12136.0,341376.0,12771.0,348730.0,12900.0,0
UCI_020509,130000.0,28,1,2,0,0,0,0,0,-2,91092.0,5000.0,94581.0,3000.0,94580.0,4000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0
UCI_027869,30000.0,26,3,2,0,0,0,0,0,-1,27818.0,3000.0,27594.0,2595.0,29717.0,1200.0,28812.0,1020.0,28762.0,10404.0,10404.0,51000.0,1
