client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default_next_month
CLI_000070,240082,67,1,3,0,-1,-2,2,4,-1,-2,133600.0,74500.0,133900.0,47000.0,91800.0,6100.0,110100.0,74700.0,81200.0,42500.0,109500.0,42300.0,0
CLI_000071,399883,30,4,2,4,1,-1,2,1,0,1,110800.0,16200.0,262600.0,57000.0,177400.0,16600.0,190100.0,64600.0,101500.0,31800.0,219600.0,8000.0,1
CLI_000072,102840,21,4,1,-1,-2,-1,-2,-1,1,-1,55400.0,25000.0,24700.0,3600.0,33400.0,13100.0,56800.0,9800.0,32700.0,5300.0,53000.0,9600.0,0
CLI_000073,236840,61,3,1,4,1,3,-2,3,4,1,81900.0,20200.0,123700.0,64200.0,116500.0,50500.0,71500.0,24100.0,131800.0,36100.0,60000.0,13500.0,1
CLI_000074,73661,68,1,2,1,-1,0,4,-2,1,1,3800.0,600.0,39500.0,16800.0,6400.0,2000.0,25300.0,17500.0,22100.0,6100.0,12700.0,3200.0,1
CLI_000075,346374,60,4,3,4,3,0,2,4,-2,2,185700.0,127900.0,158300.0,91400.0,80000.0,40400.0,144500.0,5600.0,136200.0,49200.0,195800.0,69100.0,1
CLI_000076,243095,24,2,3,0,3,1,0,4,1,1,90900.0,13900.0,183900.0,39800.0,68800.0,14800.0,143900.0,79300.0,178300.0,25200.0,107600.0,35500.0,0
CLI_000077,171796,56,1,2,3,4,-1,3,4,1,-1,12900.0,8300.0,101800.0,300.0,65100.0,37500.0,119400.0,30000.0,96900.0,7800.0,48800.0,8800.0,1
CLI_000078,121185,42,2,3,3,-1,-1,4,3,2,4,18100.0,8600.0,48600.0,7000.0,57600.0,13100.0,43600.0,5200.0,43600.0,3700.0,32000.0,7400.0,1
CLI_000079,286604,71,4,1,0,-2,-1,1,2,0,3,91500.0,59200.0,142500.0,69300.0,189200.0,38400.0,153700.0,88100.0,231800.0,160300.0,48600.0,4000.0,0
CLI_000080,338208,65,4,1,-2,0,4,-1,1,-1,-2,185500.0,94500.0,17700.0,7000.0,152300.0,83300.0,199000.0,127500.0,82600.0,31500.0,154200.0,16000.0,0
CLI_000081,470749,64,3,2,0,3,2,1,-2,1,4,177100.0,89700.0,213900.0,58100.0,173600.0,58800.0,181700.0,21700.0,96000.0,35800.0,246200.0,96400.0,0
CLI_000082,224204,43,3,3,2,1,4,4,3,1,3,53400.0,25700.0,48300.0,5900.0,134300.0,70600.0,70700.0,47900.0,100600.0,25400.0,73300.0,34300.0,1
CLI_000083,88737,38,4,3,3,-1,4,-2,0,1,2,55000.0,5600.0,14300.0,5400.0,64800.0,29700.0,38300.0,18500.0,21200.0,13100.0,44300.0,20000.0,1
CLI_000084,418012,66,3,1,0,-2,-1,4,4,0,-1,124300.0,31300.0,183100.0,6900.0,105500.0,52400.0,220600.0,85300.0,155700.0,11900.0,77700.0,54000.0,1
CLI_000085,318584,27,2,1,4,-1,-2,-2,-1,0,1,137300.0,42500.0,75600.0,40800.0,158000.0,38500.0,275200.0,17600.0,76800.0,39000.0,25200.0,300.0,0
CLI_000086,353129,26,1,1,3,4,1,3,-2,0,-1,11200.0,2400.0,81300.0,32800.0,153300.0,10600.0,48700.0,3600.0,166500.0,35700.0,125300.0,47700.0,1
CLI_000087,57641,24,1,3,-2,3,0,2,0,4,2,24100.0,11600.0,34800.0,15200.0,13200.0,3200.0,24200.0,8800.0,30300.0,6100.0,23800.0,13000.0,0
CLI_000088,163059,49,1,3,0,3,2,2,-2,4,-2,53800.0,26400.0,14700.0,4500.0,120000.0,31000.0,63400.0,17800.0,58300.0,25400.0,41200.0,13000.0,0
CLI_000089,386243,25,4,3,1,1,-1,2,3,0,3,189500.0,60800.0,32900.0,6800.0,301300.0,175000.0,228800.0,104800.0,307700.0,63300.0,240700.0,168200.0,1
CLI_000090,417807,53,1,1,-2,-2,-1,4,2,1,2,337700.0,173900.0,105200.0,56400.0,311700.0,62100.0,12700.0,3400.0,260200.0,121600.0,251600.0,115300.0,1
CLI_000091,223256,30,1,2,-1,2,-1,3,-1,4,4,140300.0,48600.0,90600.0,44600.0,48100.0,1600.0,124100.0,18800.0,139600.0,92400.0,137000.0,36000.0,0
CLI_000092,404334,69,4,2,3,2,2,0,-2,-1,0,144600.0,72400.0,183200.0,95900.0,102500.0,3800.0,307500.0,9700.0,144400.0,76600.0,80400.0,35900.0,1
CLI_000093,422429,44,2,3,3,2,-1,-1,-2,3,-1,241100.0,144700.0,198000.0,130800.0,188400.0,42200.0,50900.0,20700.0,93500.0,32300.0,247600.0,115000.0,1
CLI_000094,199864,26,1,3,-2,2,0,4,2,-2,-1,139700.0,90900.0,137000.0,64800.0,151500.0,98900.0,98800.0,50200.0,118100.0,33300.0,84100.0,49600.0,1
CLI_000095,450062,59,4,3,2,-1,-1,1,2,0,3,159300.0,23800.0,278800.0,53500.0,161200.0,19700.0,7500.0,800.0,217800.0,107200.0,19700.0,5400.0,0
CLI_000096,151280,39,4,1,1,2,-2,2,0,3,3,48200.0,13300.0,83300.0,46100.0,38800.0,26200.0,95800.0,54200.0,80600.0,44300.0,82400.0,38300.0,1
CLI_000097,127383,35,3,2,3,4,-1,0,4,4,3,60100.0,27800.0,46100.0,31000.0,29400.0,13400.0,36900.0,18200.0,40900.0,18300.0,25900.0,7300.0,1
CLI_000098,344422,57,1,3,3,-1,-1,0,1,4,4,110000.0,30400.0,212700.0,3800.0,186000.0,115100.0,53500.0,6800.0,209100.0,122800.0,125500.0,39500.0,1
CLI_000099,322013,73,3,2,4,-1,3,1,2,4,-2,63300.0,25800.0,102600.0,53300.0,123600.0,12900.0,23100.0,14100.0,73200.0,18400.0,153800.0,19100.0,0
CLI_000100,78478,74,4,2,4,-1,-1,-2,4,1,1,35700.0,1200.0,53400.0,13700.0,24100.0,11500.0,27000.0,3300.0,70100.0,6000.0,45000.0,28900.0,1
CLI_000101,418041,44,4,1,3,2,2,1,-2,0,4,162100.0,47200.0,227500.0,22900.0,175100.0,98300.0,258500.0,158000.0,235400.0,91600.0,152300.0,35100.0,1
CLI_000102,107955,67,3,2,-1,-2,3,3,3,2,3,9200.0,5200.0,11300.0,2700.0,6600.0,200.0,16700.0,8100.0,53000.0,500.0,34100.0,13300.0,0
CLI_000103,404400,32,4,3,-1,2,4,-2,1,4,-2,26900.0,2000.0,181500.0,69500.0,165000.0,71100.0,181300.0,21400.0,313700.0,109900.0,297100.0,166200.0,1
CLI_000104,13607,67,4,2,3,3,1,1,0,4,-2,5200.0,700.0,6000.0,600.0,3900.0,2100.0,5400.0,2500.0,13300.0,3100.0,2500.0,200.0,1
CLI_000105,400452,72,1,3,2,0,-2,-1,2,-1,1,164800.0,101800.0,261200.0,25300.0,145500.0,16000.0,83500.0,49900.0,108800.0,13400.0,144100.0,63500.0,1
CLI_000106,395592,49,3,2,3,1,-1,3,4,-1,2,207600.0,107400.0,177100.0,81000.0,284400.0,50600.0,130400.0,39000.0,202500.0,48300.0,95900.0,25700.0,1
CLI_000107,392378,49,3,3,-1,-1,1,-1,4,4,3,180400.0,46800.0,116700.0,39100.0,211100.0,16600.0,61800.0,8500.0,6400.0,2600.0,136400.0,29300.0,0
CLI_000108,335776,52,4,3,4,2,1,1,1,-1,1,56700.0,9100.0,91000.0,32200.0,185400.0,79100.0,74500.0,25400.0,51900.0,26000.0,116900.0,5500.0,1
CLI_000109,241067,25,3,2,-1,-1,4,-2,1,4,3,104500.0,44500.0,85600.0,24300.0,135500.0,6700.0,119800.0,41600.0,19200.0,8100.0,197500.0,111000.0,1
CLI_000110,355531,68,3,3,3,1,1,-2,0,-1,3,250900.0,85400.0,163800.0,11100.0,161100.0,40400.0,133000.0,63300.0,45300.0,10600.0,172400.0,118700.0,1
CLI_000111,145789,61,3,1,0,1,1,1,4,0,2,52300.0,25100.0,97400.0,15100.0,84400.0,2100.0,39400.0,22800.0,75600.0,32400.0,69200.0,28700.0,1
CLI_000112,392557,68,2,2,-2,2,0,1,4,4,-2,145700.0,99600.0,119200.0,76700.0,90200.0,7800.0,240100.0,88000.0,103100.0,4100.0,123400.0,27100.0,1
CLI_000113,282267,27,2,1,3,4,-1,-1,1,0,-1,162600.0,56600.0,213400.0,133700.0,160000.0,78600.0,159900.0,17300.0,62000.0,16500.0,93400.0,200.0,0
CLI_000114,234868,65,4,3,4,2,-1,2,-2,-1,4,128200.0,59800.0,123900.0,60600.0,107400.0,900.0,21100.0,14100.0,19300.0,12800.0,128300.0,40400.0,1
CLI_000115,257747,40,4,1,4,-1,4,-1,0,1,4,118800.0,30200.0,80700.0,23500.0,136300.0,82100.0,50900.0,11100.0,92700.0,43600.0,104200.0,14300.0,0
CLI_000116,288683,66,3,2,-2,-1,2,1,1,3,4,33900.0,21200.0,149200.0,74200.0,148800.0,86200.0,186600.0,82500.0,64500.0,28800.0,36600.0,22400.0,1
CLI_000117,28258,75,2,3,1,1,4,4,3,2,-1,2900.0,2000.0,5900.0,2300.0,12400.0,6300.0,6300.0,2800.0,23500.0,15300.0,11000.0,600.0,1
CLI_000118,78500,69,1,3,0,2,3,-1,4,2,0,35100.0,6300.0,25400.0,9800.0,37100.0,16500.0,23200.0,13700.0,5400.0,1800.0,66100.0,37800.0,0
CLI_000119,130285,71,2,2,0,0,4,3,-2,0,3,33400.0,8500.0,13300.0,5000.0,87300.0,27200.0,14100.0,300.0,16300.0,1500.0,80700.0,44800.0,1
CLI_000120,66119,27,2,1,0,-1,1,-2,4,-2,-2,27700.0,7200.0,26900.0,4200.0,16600.0,9900.0,44300.0,21700.0,46500.0,1100.0,32500.0,600.0,0
CLI_000121,225410,39,4,2,-2,2,0,-2,-1,-1,0,136600.0,65200.0,135600.0,53000.0,151700.0,7300.0,161800.0,35000.0,70800.0,40500.0,78400.0,47200.0,0
CLI_000122,337517,37,3,2,1,-2,-1,-1,-1,4,0,61700.0,31100.0,194600.0,30200.0,219600.0,129700.0,170700.0,40200.0,168600.0,79000.0,281100.0,67300.0,0
CLI_000123,330670,49,2,3,-2,3,3,-1,4,2,4,255300.0,60300.0,100500.0,52100.0,148300.0,83200.0,268000.0,156100.0,97800.0,65900.0,118900.0,6900.0,0
CLI_000124,240837,74,4,2,-1,3,-1,2,3,0,3,99200.0,50600.0,76500.0,34800.0,24800.0,12000.0,80200.0,6600.0,117200.0,56400.0,146800.0,90700.0,1
CLI_000125,428989,58,2,3,3,-2,3,1,4,4,0,333600.0,200400.0,123600.0,46600.0,38300.0,23700.0,274900.0,183300.0,181500.0,113300.0,179300.0,12900.0,1
CLI_000126,286965,50,4,2,-2,3,0,1,0,1,-2,82800.0,24000.0,134100.0,69700.0,137600.0,22700.0,155100.0,96900.0,210200.0,120700.0,74600.0,16900.0,1
CLI_000127,48806,65,3,2,2,1,-2,3,1,0,4,21900.0,15200.0,33700.0,12900.0,16800.0,10800.0,30600.0,20500.0,5700.0,3800.0,29900.0,17400.0,1
CLI_000128,384849,30,2,1,3,3,4,1,3,2,1,83100.0,10100.0,39900.0,3900.0,191100.0,12800.0,67200.0,36500.0,60400.0,10300.0,136400.0,10000.0,1
CLI_000129,291554,57,4,1,4,3,0,3,2,4,0,45500.0,4100.0,70600.0,37200.0,147900.0,59300.0,165800.0,61700.0,51200.0,600.0,76100.0,34800.0,1
CLI_000130,321011,48,3,2,2,0,2,0,-2,2,-2,151300.0,65400.0,203900.0,93200.0,225700.0,123300.0,119800.0,52400.0,127000.0,65000.0,215200.0,130800.0,1
CLI_000131,287032,32,4,3,4,3,0,4,3,-2,2,148000.0,52300.0,144700.0,78400.0,152500.0,37200.0,151200.0,81100.0,107000.0,55200.0,22200.0,14200.0,1
CLI_000132,281253,56,1,3,1,3,4,3,-2,4,3,155400.0,4000.0,122000.0,71200.0,145900.0,33400.0,107400.0,43300.0,82200.0,57200.0,261000.0,1800.0,0
CLI_000133,54377,67,2,1,4,2,-1,2,-2,-1,3,13600.0,3900.0,11800.0,1700.0,36100.0,9500.0,33100.0,9800.0,24400.0,1900.0,16800.0,1400.0,1
CLI_000134,284011,66,2,1,3,0,0,4,-1,2,-2,166500.0,110300.0,39300.0,27000.0,107300.0,52600.0,233200.0,159400.0,12000.0,8200.0,217100.0,81000.0,0
CLI_000135,399507,67,3,1,4,-1,3,-1,2,1,3,207600.0,133800.0,20200.0,10500.0,75100.0,36500.0,66700.0,39800.0,19700.0,1000.0,116200.0,9000.0,1
CLI_000136,158935,65,4,2,4,0,4,1,2,3,2,70200.0,18900.0,60800.0,19500.0,60500.0,14000.0,88500.0,61200.0,48200.0,3300.0,17800.0,9100.0,1
CLI_000137,305390,46,1,2,2,0,2,4,4,-1,-1,100600.0,69900.0,19100.0,4700.0,113700.0,24400.0,115400.0,64300.0,84100.0,4400.0,190800.0,84100.0,1
CLI_000138,25100,23,1,1,-1,0,3,4,4,0,0,7800.0,500.0,3300.0,1900.0,7500.0,3900.0,8400.0,2600.0,11500.0,7800.0,13000.0,2500.0,0
CLI_000139,180274,74,3,1,-2,3,2,-2,-2,3,0,111800.0,49900.0,128000.0,36700.0,102300.0,31100.0,33400.0,15000.0,92500.0,16200.0,81900.0,20900.0,0
CLI_000140,223991,45,2,2,0,3,4,-1,3,4,4,49300.0,200.0,109200.0,34100.0,17700.0,6500.0,124900.0,47500.0,145700.0,83300.0,107200.0,67300.0,0
CLI_000141,491541,55,3,1,0,0,4,4,3,-2,3,335800.0,83100.0,412400.0,10900.0,340200.0,92200.0,200700.0,83400.0,102200.0,46000.0,33700.0,14600.0,1
CLI_000142,115146,22,1,1,4,-1,-1,2,-1,4,-1,32800.0,900.0,86200.0,10200.0,63000.0,21000.0,59000.0,41200.0,41000.0,15300.0,19300.0,5400.0,0
CLI_000143,145508,69,3,2,-2,3,0,2,-2,0,0,94600.0,20200.0,104300.0,60000.0,107100.0,46200.0,35500.0,11300.0,83000.0,0.0,72900.0,23500.0,0
CLI_000144,210179,69,1,3,1,-2,4,4,-1,-1,1,90100.0,35800.0,95900.0,28400.0,29000.0,19200.0,104700.0,49100.0,59600.0,29700.0,99700.0,35200.0,0
CLI_000145,496406,72,4,3,4,1,0,4,2,-1,0,190900.0,119300.0,205300.0,20000.0,75800.0,13300.0,306400.0,165700.0,104400.0,15200.0,163800.0,60200.0,1
