dataset_source,time_frequency,week_start,store_id,store_available,product_id,category_general,category_detail,region,units_sold,price,promotion_visibility,promotion_known,vendor_id,color,inventory_level_end_of_week,units_ordered_weekly,existing_demand_forecast_weekly,observed_days,target_next_week_units_sold,target_available,year,month,iso_week,sales_lag_1_week,sales_lag_4_weeks,sales_rolling_mean_4_weeks,sales_rolling_mean_8_weeks,sales_rolling_std_4_weeks
data_raw,weekly,2017-01-09,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,85.0,11.91,1,1,6,black,,,,7,11.0,1,2017,1,2,154.0,64.0,92.25,97.125,59.679
data_raw,weekly,2017-01-16,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,11.0,23.19,0,1,6,black,,,,7,19.0,1,2017,1,3,85.0,128.0,97.5,94.0,57.2393
data_raw,weekly,2017-01-23,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,19.0,20.59,0,1,6,black,,,,7,17.0,1,2017,1,4,11.0,23.0,68.25,79.5,65.7235
data_raw,weekly,2017-01-30,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,17.0,20.74,0,1,6,black,,,,7,17.0,1,2017,1,5,19.0,154.0,67.25,71.375,66.6652
data_raw,weekly,2017-02-06,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,17.0,21.94,0,1,6,black,,,,7,17.0,1,2017,2,6,17.0,85.0,33.0,62.625,34.8329
data_raw,weekly,2017-02-13,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,17.0,19.73,0,1,6,black,,,,7,13.0,1,2017,2,7,17.0,11.0,16.0,56.75,3.4641
data_raw,weekly,2017-02-20,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,23.88,0,1,6,black,,,,7,8.0,1,2017,2,8,17.0,19.0,17.5,42.875,1.0
data_raw,weekly,2017-02-27,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,26.11,0,1,6,black,,,,7,8.0,1,2017,2,9,13.0,17.0,16.0,41.625,2.0
data_raw,weekly,2017-03-06,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,27.5,0,1,6,black,,,,7,5.0,1,2017,3,10,8.0,17.0,13.75,23.375,4.272
data_raw,weekly,2017-03-13,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,27.69,0,1,6,black,,,,7,6.0,1,2017,3,11,8.0,17.0,11.5,13.75,4.3589
data_raw,weekly,2017-03-20,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,6.0,28.69,0,1,6,black,,,,7,9.0,1,2017,3,12,5.0,13.0,8.5,13.0,3.3166
data_raw,weekly,2017-03-27,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,9.0,21.21,0,1,6,black,,,,7,6.0,1,2017,3,13,6.0,8.0,6.75,11.375,1.5
data_raw,weekly,2017-04-03,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,6.0,27.69,1,1,6,black,,,,7,4.0,1,2017,4,14,9.0,8.0,7.0,10.375,1.8257
data_raw,weekly,2017-04-10,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,4.0,27.69,0,1,6,black,,,,7,13.0,1,2017,4,15,6.0,5.0,6.5,9.0,1.7321
data_raw,weekly,2017-04-17,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,29.69,0,1,6,black,,,,7,7.0,1,2017,4,16,4.0,6.0,6.25,7.375,2.0616
data_raw,weekly,2017-04-24,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,27.69,0,1,6,black,,,,7,9.0,1,2017,4,17,13.0,9.0,8.0,7.375,3.9158
data_raw,weekly,2017-05-01,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,9.0,23.79,0,1,6,black,,,,7,4.0,1,2017,5,18,7.0,6.0,7.5,7.25,3.873
data_raw,weekly,2017-05-08,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,4.0,26.5,0,1,6,black,,,,7,5.0,1,2017,5,19,9.0,4.0,8.25,7.375,3.7749
data_raw,weekly,2017-05-15,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,28.69,0,1,6,black,,,,7,9.0,1,2017,5,20,4.0,13.0,8.25,7.25,3.7749
data_raw,weekly,2017-05-22,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,9.0,24.42,0,1,6,black,,,,7,7.0,1,2017,5,21,5.0,7.0,6.25,7.125,2.2174
data_raw,weekly,2017-05-29,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,28.69,0,1,6,black,,,,7,8.0,1,2017,5,22,9.0,9.0,6.75,7.125,2.63
data_raw,weekly,2017-06-05,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,27.69,0,1,6,black,,,,7,11.0,1,2017,6,23,7.0,4.0,6.25,7.25,2.2174
data_raw,weekly,2017-06-12,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,11.0,22.35,0,1,6,black,,,,7,5.0,1,2017,6,24,8.0,5.0,7.25,7.75,1.7078
data_raw,weekly,2017-06-19,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,29.69,0,1,6,black,,,,7,8.0,1,2017,6,25,11.0,9.0,8.75,7.5,1.7078
data_raw,weekly,2017-06-26,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,27.69,0,1,6,black,,,,7,7.0,1,2017,6,26,5.0,7.0,7.75,7.25,2.5
data_raw,weekly,2017-07-03,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,13.11,0,1,6,black,,,,7,10.0,1,2017,7,27,8.0,8.0,8.0,7.125,2.4495
data_raw,weekly,2017-07-10,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,10.0,28.31,0,1,6,black,,,,7,7.0,1,2017,7,28,7.0,11.0,7.75,7.5,2.5
data_raw,weekly,2017-07-17,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,27.69,0,1,6,black,,,,7,5.0,1,2017,7,29,10.0,5.0,7.5,8.125,2.0817
data_raw,weekly,2017-07-24,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,28.74,0,1,6,black,,,,7,5.0,1,2017,7,30,7.0,8.0,8.0,7.875,1.4142
data_raw,weekly,2017-07-31,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,27.69,0,1,6,black,,,,7,13.0,1,2017,7,31,5.0,7.0,7.25,7.625,2.0616
data_raw,weekly,2017-08-07,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,27.69,0,1,6,black,,,,7,4.0,1,2017,8,32,5.0,10.0,6.75,7.25,2.3629
data_raw,weekly,2017-08-14,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,4.0,23.01,0,1,6,black,,,,7,7.0,1,2017,8,33,13.0,7.0,7.5,7.5,3.7859
data_raw,weekly,2017-08-21,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,22.64,0,1,6,black,,,,7,10.0,1,2017,8,34,4.0,5.0,6.75,7.375,4.1932
data_raw,weekly,2017-08-28,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,10.0,23.98,0,1,6,black,,,,7,7.0,1,2017,8,35,7.0,5.0,7.25,7.25,4.0311
data_raw,weekly,2017-09-04,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,21.4,0,1,6,black,,,,7,5.0,1,2017,9,36,10.0,13.0,8.5,7.625,3.873
data_raw,weekly,2017-09-11,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,26.49,0,1,6,black,,,,7,6.0,1,2017,9,37,7.0,4.0,7.0,7.25,2.4495
data_raw,weekly,2017-09-18,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,6.0,25.49,0,1,6,black,,,,7,11.0,1,2017,9,38,5.0,7.0,7.25,7.0,2.0616
data_raw,weekly,2017-09-25,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,11.0,26.49,0,1,6,black,,,,7,12.0,1,2017,9,39,6.0,10.0,7.0,7.125,2.1602
data_raw,weekly,2017-10-02,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,12.0,25.98,0,1,6,black,,,,7,4.0,1,2017,10,40,11.0,7.0,7.25,7.875,2.63
data_raw,weekly,2017-10-09,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,4.0,27.49,0,1,6,black,,,,7,9.0,1,2017,10,41,12.0,5.0,8.5,7.75,3.5119
data_raw,weekly,2017-10-16,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,9.0,25.49,0,1,6,black,,,,7,11.0,1,2017,10,42,4.0,6.0,8.25,7.75,3.8622
data_raw,weekly,2017-10-23,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,11.0,26.47,0,1,6,black,,,,7,8.0,1,2017,10,43,9.0,11.0,9.0,8.0,3.559
data_raw,weekly,2017-10-30,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,21.33,0,1,6,black,,,,7,8.0,1,2017,10,44,11.0,12.0,9.0,8.125,3.559
data_raw,weekly,2017-11-06,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,24.7,0,1,6,black,,,,7,17.0,1,2017,11,45,8.0,4.0,8.0,8.25,2.9439
data_raw,weekly,2017-11-13,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,17.0,26.89,0,1,6,black,,,,7,8.0,1,2017,11,46,8.0,9.0,9.0,8.625,1.4142
data_raw,weekly,2017-11-20,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,24.98,0,1,6,black,,,,7,7.0,1,2017,11,47,17.0,11.0,11.0,10.0,4.2426
data_raw,weekly,2017-11-27,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,26.49,0,1,6,black,,,,7,7.0,1,2017,11,48,8.0,8.0,10.25,9.625,4.5
data_raw,weekly,2017-12-04,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,26.49,0,1,6,black,,,,7,9.0,1,2017,12,49,7.0,8.0,10.0,9.0,4.6904
data_raw,weekly,2017-12-11,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,9.0,23.04,0,1,6,black,,,,7,3.0,1,2017,12,50,7.0,17.0,9.75,9.375,4.8563
data_raw,weekly,2017-12-18,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,3.0,26.49,0,1,6,black,,,,7,10.0,1,2017,12,51,9.0,8.0,7.75,9.375,0.9574
data_raw,weekly,2017-12-25,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,10.0,27.49,0,1,6,black,,,,7,7.0,1,2017,12,52,3.0,7.0,6.5,8.375,2.5166
data_raw,weekly,2018-01-01,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,24.3,0,1,6,black,,,,7,13.0,1,2018,1,1,10.0,7.0,7.25,8.625,3.0957
data_raw,weekly,2018-01-08,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,25.49,0,1,6,black,,,,7,11.0,1,2018,1,2,7.0,9.0,7.25,8.5,3.0957
data_raw,weekly,2018-01-15,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,11.0,24.8,0,1,6,black,,,,7,6.0,1,2018,1,3,13.0,3.0,8.25,8.0,4.272
data_raw,weekly,2018-01-22,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,6.0,26.49,0,1,6,black,,,,7,5.0,1,2018,1,4,11.0,10.0,10.25,8.375,2.5
data_raw,weekly,2018-01-29,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,5.0,25.49,0,1,6,black,,,,7,7.0,1,2018,1,5,6.0,7.0,9.25,8.25,3.304
data_raw,weekly,2018-02-05,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,7.0,26.49,0,1,6,black,,,,7,8.0,1,2018,2,6,5.0,13.0,8.75,8.0,3.8622
data_raw,weekly,2018-02-12,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,8.0,25.18,1,1,6,black,,,,7,3.0,1,2018,2,7,7.0,11.0,7.25,7.75,2.63
data_raw,weekly,2018-02-19,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,3.0,25.43,0,1,6,black,,,,7,10.0,1,2018,2,8,8.0,6.0,6.5,8.375,1.291
data_raw,weekly,2018-02-26,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,10.0,22.0,0,1,6,black,,,,7,14.0,1,2018,2,9,3.0,5.0,5.75,7.5,2.2174
data_raw,weekly,2018-03-05,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,14.0,27.49,0,1,6,black,,,,7,29.0,1,2018,3,10,10.0,7.0,7.0,7.875,2.9439
data_raw,weekly,2018-03-12,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,29.0,25.32,1,1,6,black,,,,7,26.0,1,2018,3,11,14.0,8.0,8.75,8.0,4.5735
data_raw,weekly,2018-03-19,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,26.0,25.49,0,1,6,black,,,,7,16.0,1,2018,3,12,29.0,3.0,14.0,10.25,10.9848
data_raw,weekly,2018-03-26,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,16.0,27.49,0,1,6,black,,,,7,28.0,1,2018,3,13,26.0,10.0,19.75,12.75,9.1788
data_raw,weekly,2018-04-02,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,28.0,27.49,1,1,6,black,,,,7,13.0,1,2018,4,14,16.0,14.0,21.25,14.125,7.3655
data_raw,weekly,2018-04-09,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,25.49,0,1,6,black,,,,7,15.0,1,2018,4,15,28.0,29.0,24.75,16.75,5.9652
data_raw,weekly,2018-04-16,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,15.0,25.49,0,1,6,black,,,,7,27.0,1,2018,4,16,13.0,26.0,20.75,17.375,7.3655
data_raw,weekly,2018-04-23,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,27.0,26.49,1,1,6,black,,,,7,13.0,1,2018,4,17,15.0,16.0,18.0,18.875,6.7823
data_raw,weekly,2018-04-30,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,13.0,27.49,0,1,6,black,,,,7,26.0,1,2018,4,18,27.0,28.0,20.75,21.0,7.8475
data_raw,weekly,2018-05-07,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,26.0,26.49,1,1,6,black,,,,7,20.0,1,2018,5,19,13.0,13.0,17.0,20.875,6.733
data_raw,weekly,2018-05-14,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,20.0,25.49,0,1,6,black,,,,7,23.0,1,2018,5,20,26.0,15.0,20.25,20.5,7.2744
data_raw,weekly,2018-05-21,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,23.0,25.49,0,1,6,black,,,,7,21.0,1,2018,5,21,20.0,27.0,21.5,19.75,6.455
data_raw,weekly,2018-05-28,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,21.0,27.49,0,1,6,black,,,,7,21.0,1,2018,5,22,23.0,13.0,20.5,20.625,5.5678
data_raw,weekly,2018-06-04,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,21.0,22.85,0,1,6,black,,,,7,22.0,1,2018,6,23,21.0,26.0,22.5,19.75,2.6458
data_raw,weekly,2018-06-11,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,22.0,22.85,0,1,6,black,,,,7,21.0,1,2018,6,24,21.0,20.0,21.25,20.75,1.2583
data_raw,weekly,2018-06-18,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,21.0,24.85,0,1,6,black,,,,7,23.0,1,2018,6,25,22.0,23.0,21.75,21.625,0.9574
data_raw,weekly,2018-06-25,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,23.0,24.85,0,1,6,black,,,,7,28.0,1,2018,6,26,21.0,21.0,21.25,20.875,0.5
data_raw,weekly,2018-07-02,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,28.0,26.49,1,1,6,black,,,,7,16.0,1,2018,7,27,23.0,21.0,21.75,22.125,0.9574
data_raw,weekly,2018-07-09,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,16.0,25.49,0,1,6,black,,,,7,32.0,1,2018,7,28,28.0,22.0,23.5,22.375,3.1091
data_raw,weekly,2018-07-16,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,32.0,25.49,1,1,6,black,,,,7,17.0,1,2018,7,29,16.0,21.0,22.0,21.875,4.9666
data_raw,weekly,2018-07-23,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,17.0,21.42,1,1,6,black,,,,7,15.0,1,2018,7,30,32.0,23.0,24.75,23.0,6.8981
data_raw,weekly,2018-07-30,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,15.0,31.56,0,1,6,black,,,,7,18.0,1,2018,7,31,17.0,28.0,23.25,22.5,7.9739
data_raw,weekly,2018-08-06,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,18.0,31.56,0,1,6,black,,,,7,10.0,1,2018,8,32,15.0,16.0,20.0,21.75,8.0416
data_raw,weekly,2018-08-13,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,10.0,30.56,0,1,6,black,,,,7,16.0,1,2018,8,33,18.0,32.0,20.5,21.25,7.7675
data_raw,weekly,2018-08-20,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,16.0,30.56,0,1,6,black,,,,7,16.0,1,2018,8,34,10.0,17.0,15.0,19.875,3.559
data_raw,weekly,2018-08-27,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,16.0,29.56,0,1,6,black,,,,7,15.0,1,2018,8,35,16.0,15.0,14.75,19.0,3.4034
data_raw,weekly,2018-09-03,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,15.0,31.56,0,1,6,black,,,,7,21.0,1,2018,9,36,16.0,18.0,15.0,17.5,3.4641
data_raw,weekly,2018-09-10,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,21.0,25.49,0,1,6,black,,,,7,32.0,1,2018,9,37,15.0,10.0,14.25,17.375,2.8723
data_raw,weekly,2018-09-17,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,32.0,22.05,1,1,6,black,,,,7,19.0,1,2018,9,38,21.0,16.0,17.0,16.0,2.708
data_raw,weekly,2018-09-24,data_raw::GLOBAL,0,data_raw::1,Electronics,Mobile phone accessories,,19.0,27.49,0,1,6,black,,,,7,,0,2018,9,39,32.0,16.0,21.0,17.875,7.7889
data_raw,weekly,2016-10-31,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,186.99,1,1,9,white,,,,7,7.0,1,2016,10,44,,,,,
data_raw,weekly,2016-11-07,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,7.0,189.33,1,1,9,white,,,,7,3.0,1,2016,11,45,8.0,,8.0,8.0,
data_raw,weekly,2016-11-14,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,3.0,186.99,1,1,9,white,,,,7,8.0,1,2016,11,46,7.0,,7.5,7.5,0.7071
data_raw,weekly,2016-11-21,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,186.99,1,1,9,white,,,,7,8.0,1,2016,11,47,3.0,,6.0,6.0,2.6458
data_raw,weekly,2016-11-28,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,185.99,1,1,9,white,,,,7,11.0,1,2016,11,48,8.0,8.0,6.5,6.5,2.3805
data_raw,weekly,2016-12-05,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,11.0,181.57,1,1,9,white,,,,7,5.0,1,2016,12,49,8.0,7.0,6.5,6.8,2.3805
data_raw,weekly,2016-12-12,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,5.0,185.99,1,1,9,white,,,,7,8.0,1,2016,12,50,11.0,3.0,7.5,7.5,3.3166
data_raw,weekly,2016-12-19,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,184.99,1,1,9,white,,,,7,9.0,1,2016,12,51,5.0,8.0,8.0,7.1429,2.4495
data_raw,weekly,2016-12-26,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,9.0,184.99,1,1,9,white,,,,7,10.0,1,2016,12,52,8.0,8.0,8.0,7.25,2.4495
data_raw,weekly,2017-01-02,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,10.0,178.61,1,1,9,white,,,,7,7.0,1,2017,1,1,9.0,11.0,8.25,7.375,2.5
data_raw,weekly,2017-01-09,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,7.0,184.99,1,1,9,white,,,,7,8.0,1,2017,1,2,10.0,5.0,8.0,7.75,2.1602
data_raw,weekly,2017-01-16,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,186.99,1,1,9,white,,,,7,6.0,1,2017,1,3,7.0,8.0,8.5,8.25,1.291
data_raw,weekly,2017-01-23,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,6.0,186.99,1,1,9,white,,,,7,10.0,1,2017,1,4,8.0,9.0,8.5,8.25,1.291
data_raw,weekly,2017-01-30,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,10.0,186.99,1,1,9,white,,,,7,10.0,1,2017,1,5,6.0,10.0,7.75,8.0,1.7078
data_raw,weekly,2017-02-06,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,10.0,183.41,1,1,9,white,,,,7,8.0,1,2017,2,6,10.0,7.0,7.75,7.875,1.7078
data_raw,weekly,2017-02-13,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,186.16,1,1,9,white,,,,7,5.0,1,2017,2,7,10.0,8.0,8.5,8.5,1.9149
data_raw,weekly,2017-02-20,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,5.0,185.32,1,1,9,white,,,,7,4.0,1,2017,2,8,8.0,6.0,8.5,8.5,1.9149
data_raw,weekly,2017-02-27,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,4.0,184.99,1,1,9,white,,,,7,6.0,1,2017,2,9,5.0,10.0,8.25,8.0,2.3629
data_raw,weekly,2017-03-06,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,6.0,186.99,1,1,9,white,,,,7,11.0,1,2017,3,10,4.0,10.0,6.75,7.25,2.7538
data_raw,weekly,2017-03-13,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,11.0,182.49,1,1,9,white,,,,7,7.0,1,2017,3,11,6.0,8.0,5.75,7.125,1.7078
data_raw,weekly,2017-03-20,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,7.0,185.99,1,1,9,white,,,,7,10.0,1,2017,3,12,11.0,5.0,6.5,7.5,3.1091
data_raw,weekly,2017-03-27,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,10.0,182.14,1,1,9,white,,,,7,17.0,1,2017,3,13,7.0,4.0,7.0,7.625,2.9439
data_raw,weekly,2017-04-03,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,17.0,184.27,1,1,9,white,,,,7,13.0,1,2017,4,14,10.0,6.0,8.5,7.625,2.3805
data_raw,weekly,2017-04-10,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,13.0,184.99,1,1,9,white,,,,7,11.0,1,2017,4,15,17.0,11.0,11.25,8.5,4.1932
data_raw,weekly,2017-04-17,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,11.0,189.13,1,1,9,white,,,,7,8.0,1,2017,4,16,13.0,7.0,11.75,9.125,4.272
data_raw,weekly,2017-04-24,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,8.0,184.99,1,1,9,white,,,,7,15.0,1,2017,4,17,11.0,10.0,12.75,9.875,3.0957
data_raw,weekly,2017-05-01,data_raw::GLOBAL,0,data_raw::10,Electronics,VR headset,,15.0,140.24,1,1,9,white,,,,7,9.0,1,2017,5,18,8.0,17.0,12.25,10.375,3.7749
